chemsys,entry_id,origin,formula,spg_number,spg_symbol,strukturbericht,prototype_formula,is_unique_to_nomad
Co-Sb,RBU3vIS2T9aS0XghX9V3zL36JdTL,AFLOW,Co6Sb10,140.0,I4/mcm,D8m,Si3W5,False
Co-Sb,REoQDEslx2v2kAVKvuG0c_tP02ft,Thomas Purcell,Co4Sb12,204.0,Im-3,D02,As3Co,True
Co-Sb,RFiTbVvy2JJ2IY0MgMSNIov8N8_u,AFLOW,Co4Sb8,62.0,Pnma,C25,Cl2Hg,False
Co-Sb,RJBl62uarhQiTN8_IqhqMz2dgIZI,OQMD,Co2Sb6,194.0,P6_3/mmc,D019,Ni3Sn,False
Co-Sb,RNGnyCYd_GOM3Ld36P6GesjcKg92,Thomas Purcell,Co4Sb12,204.0,Im-3,D02,As3Co,True
Co-Sb,ROPD_a3X5hyOe878Tnci7WKBsmN7,AFLOW,Co2Sb4,8.0,Cm,,,False
Co-Sb,RVMXj7WqthkBEUPRuDlS2VsU9QxH,OQMD,Co2Sb2,51.0,Pmma,B19,AuCd,False
Co-Sb,RVZLxZ9k7W-SgfDBQNFhvDlX8ZEy,AFLOW,Co2Sb4,58.0,Pnnm,,CFe2,False
Co-Sb,RWTn2fpy3L1nfMoXwnO2ZWwPW4Dd,Miguel Marques,Co4Sb5,139.0,I4/mmm,,V4Zn5,True
Co-Sb,RZj9avK4sKGB0AUf-HehINaY8nmn,AFLOW,Co6Sb2,194.0,P6_3/mmc,D019,Ni3Sn,False
Co-Sb,RgUPtbWX5MlDs5HT5uwnuzZNWQAq,OQMD,Co6Sb2,194.0,P6_3/mmc,D019,Ni3Sn,False
Co-Sb,RgsyOzeNRCd7XX0ODRFTbKKsF_Rg,Miguel Marques,CoSb,187.0,P-6m2,Bh,CW,True
Co-Sb,RjAkZYbxtGn5B9LvuCqnYZfuuy4R,Materials Project,CoSb,194.0,P6_3/mmc,B81,AsNi,False
Co-Sb,S-17PCGpB6NOqfbrOEwstaeoYn0Z,AFLOW,Co2Sb,225.0,Fm-3m,C1,CaF2,False
Co-Sb,S7VI1A0wfYO4fiTYNL388hjSSfm6,AFLOW,Co3Sb,65.0,Cmmm,,,False
Co-Sb,SAfgDTq2jlp2hM4TXqGg929Lxtq5,OQMD,Co3Sb,139.0,I4/mmm,D022,Al3Ti,False
Co-Sb,SBbA8feE9gIjTgcyoIG0SRH2WybE,Materials Project,CoSb3,204.0,Im-3,D02,As3Co,False
Co-Sb,SBpvTrmeV51CItNwRLnccjgkwT5b,AFLOW,Co5Sb,38.0,Amm2,,,False
Co-Sb,SC-xO7e4XsAYLniL2-1tafFywEkF,AFLOW,Co5Sb,123.0,P4/mmm,,,False
Co-Sb,SHnwoPviqLz7RoFk8hXFuiZ94P3i,AFLOW,CoSb3,44.0,Imm2,,,False
Co-Sb,SRvzV_PuWq6O3VqPOMROe6BpNObM,OQMD,CoSb,216.0,F-43m,B3,SZn,False
Co-Sb,SV2SAjwAiInl7x7Kzi5wtGFFMcoP,AFLOW,Co2Sb2,194.0,P6_3/mmc,B81,AsNi,False
Co-Sb,SYDGIEEif9AMngXiOHq3et43zYzm,AFLOW,CoSb5,216.0,F-43m,,,False
Co-Sb,Sb0QR0QwX6VsQ26DvWKPRyJpTFRu,AFLOW,CoSb3,71.0,Immm,,,False
Co-Sb,SeCI-E7vMEsdNIxAppzwYPUAws97,AFLOW,CoSb,65.0,Cmmm,,,False
Co-Sb,Sfb8E0_Gpd2yOltSEhwD9TFxHPi7,AFLOW,Co2Sb2,194.0,P6_3/mmc,B81,AsNi,False
Co-Sb,Sj8IxLqtCwEN-A7sUu6029QDKl1_,AFLOW,CoSb2,164.0,P-3m1,C6,CdI2,False
Co-Sb,SskspUS5aTLlnTCqXYIRqWUDw3Jk,AFLOW,CoSb3,123.0,P4/mmm,,,False
Co-Sb,T0mkN5viF9STCLg5mFDnnsmhBjfk,AFLOW,Co2Sb2,74.0,Imma,,,False
Co-Sb,T5fdfwI3Awft90J-N_puc0jKnAlx,AFLOW,CoSb3,71.0,Immm,,,False
Co-Sb,TBOhGoqStSBb7mLCAGhR1UsUDjnb,Miguel Marques,CoSb2,139.0,I4/mmm,C11b,MoSi2,True
Co-Sb,TEdkcVEEZgORhJTFolPhWtUD8Z1K,Miguel Marques,CoSb,221.0,Pm-3m,B2,ClCs,True
Co-Sb,TJBxbTb3GO0HZRJ6VSs3hPNOWU13,Miguel Marques,CoSb,221.0,Pm-3m,B2,ClCs,True
Co-Sb,TbaYMAJ2i1snAXZtG1SEZy_kg-Pl,Miguel Marques,Co3Sb2,164.0,P-3m1,D513,Al3Ni2,True
Co-Sb,TnTcmaTnZE8ZoF2Tu1laR-EtMdfl,AFLOW,Co2Sb2,11.0,P2_1/m,,NiTi,False
Co-Sb,Tzfi2QurY714xtNEo276eSiJQQ4B,OQMD,CoSb,187.0,P-6m2,Bh,CW,False
Co-Sb,U1sRX8Bj0eQFJVGSzVejH0deRJyN,Miguel Marques,Co3Sb,221.0,Pm-3m,D09,O3Re,True
Co-Sb,UChlI_qWcjYPglc_6CJOPwy0Zelh,Miguel Marques,Co3Sb,223.0,Pm-3n,A15,Cr3Si,True
Co-Sb,UIafz1jgdkQ-vwVjpYxVttcqPhYa,Miguel Marques,CoSb,194.0,P6_3/mmc,B81,AsNi,True
Co-Sb,UJ7S4dR5MBaQD3gM0bjGhF_UdtJm,Miguel Marques,Co3Sb,59.0,Pmmn,,,True
Co-Sb,UM2nkr413oA2mXi9jI3ieaVh-PXm,OQMD,CoSb,166.0,R-3m,L11,CuPt,False
Co-Sb,UNyqJfPMXX-uryg2Gnj06iF3SuWl,Miguel Marques,CoSb,8.0,Cm,,,True
Co-Sb,UR1MotMiPUuTU1ijlN6MIjDRggW7,AFLOW,Co3Sb,139.0,I4/mmm,D022,Al3Ti,False
Co-Sb,UU0UOTmN2tS-fl8hOQJFknGCYGtG,AFLOW,Co2Sb2,129.0,P4/nmm,B10,OPb,False
Co-Sb,UYJHj5GoDyldl9KCcFOVmvgYQsWw,Thomas Purcell,Co64Sb192,,,,,True
Co-Sb,UZCjhGzEyQzf6xew_7PY6yD8vBMT,OQMD,Co2Sb6,194.0,P6_3/mmc,D019,Ni3Sn,False
Co-Sb,UZovAggixgQRJumb1hc0ok9cX58s,AFLOW,Co2Sb4,58.0,Pnnm,,CFe2,False
Co-Sb,UyAnwnQ6Lp2SNJQeazaNmTs8XaGV,Miguel Marques,CoSb,129.0,P4/nmm,B11,CuTi,True
Co-Sb,V-XDmGssx4_F7WVKUpUl7m0iieKc,OQMD,CoSb3,139.0,I4/mmm,,,False
Co-Sb,V-XrQNjk7bMh1-DF--3-r8Og2_e_,Miguel Marques,CoSb,164.0,P-3m1,,,True
Co-Sb,V4TNa8oG0IXzj9BHagQhvp0IpApF,AFLOW,Co2Sb2,74.0,Imma,,,False
Co-Sb,V5jfbcAPuFrnfcr2Yj9LODYzFP9N,Materials Project,CoSb2,58.0,Pnnm,,CFe2,False
Co-Sb,VEDMx7gvpkx0WFsYDWxTkdX0E0AZ,AFLOW,Co2Sb4,140.0,I4/mcm,C16,Al2Cu,False
Co-Sb,VKv-CRgn01VnKQqX3kSPha6Rt5Wq,Miguel Marques,CoSb,176.0,P6_3/m,,,True
Co-Sb,VW92lbA0FYyz1doJ0lUHPiHSl3sn,OQMD,Co4Sb6,167.0,R-3c,D51,Al2O3,False
Co-Sb,Vnn6jNGHRQl2KoD-wcYllYXLOOJr,AFLOW,Co4Sb2,58.0,Pnnm,,CFe2,False
Co-Sb,VpS5OQf80KGsi6cY0YTIuK3a43J8,Miguel Marques,CoSb3,182.0,P6_322,,CFe3,True
Co-Sb,Vqg2ItHSrxVY_Ma_lenLvKuGVVdE,OQMD,Co4Sb8,14.0,P2_1/c,C43,O2Zr,False
Co-Sb,W6ViCgSFUwZyHrjp5lNGLmjre48-,OQMD,Co2Sb2,194.0,P6_3/mmc,B81,AsNi,False
Co-Sb,WJIaYu8hsVsKfZ9hTi8l0soV70zu,AFLOW,CoSb2,139.0,I4/mmm,C11b,MoSi2,False
Co-Sb,WNQfs75cr6tQhJWbIX-ftp2RsNz-,Miguel Marques,Co3Sb,123.0,P4/mmm,,,True
Co-Sb,WXNMHd5BAleT6nZpio8DB1PqUeSr,OQMD,CoSb,225.0,Fm-3m,B1,ClNa,False
Co-Sb,Wv9S6QcYycC6J5WSrQDxSYbU3xua,AFLOW,CoSb5,123.0,P4/mmm,,,False
Co-Sb,X-VhUh-V6y3G81mYJf6F-S-N3Dj6,OQMD,CoSb,187.0,P-6m2,Bh,CW,False
Co-Sb,X0MS7j8ZV4KvFqxsUCeYAHzZJufG,AFLOW,Co4Sb,229.0,Im-3m,,Hg4Pt,False
Co-Sb,XDeN92LEXJ9tFzPzJ8-26uGWxYev,Thomas Purcell,Co4Sb12,204.0,Im-3,D02,As3Co,True
Co-Sb,XDsfp8V6v4_o8cv0_68id9cIuauU,OQMD,CoSb,216.0,F-43m,B3,SZn,False
Co-Sb,XE1iIgoclmh0Db4flIvi49BET6mJ,Thomas Purcell,Co64Sb192,,,,,True
Co-Sb,XJsoL0FOSoY1QeOsZ6zUbhThkPsr,AFLOW,Co4Sb2,58.0,Pnnm,,CFe2,False
Co-Sb,XaoI95ftqUi8M1P1mIANLgDDaFpP,Miguel Marques,Co3Sb2,164.0,P-3m1,D513,Al3Ni2,True
Co-Sb,XprBnoE-OK9ezpNr_ATTTkTL1KiJ,AFLOW,Co3Sb,123.0,P4/mmm,,,False
Co-Sb,Y-swdmoSrDo62cIbQJA3rNiiQw7K,AFLOW,CoSb3,139.0,I4/mmm,,,False
Co-Sb,Y3YfO8EcCuFNo1rPvtsbIif0ZLXn,Miguel Marques,CoSb,164.0,P-3m1,,,True
Co-Sb,YB_XrFp1BkYCFhy2yYcJlvzRlUBf,OQMD,Co3Sb,221.0,Pm-3m,L12,AuCu3,False
Co-Sb,YCWK5aF4ZLkOxGg-lhe-0k4uBFGm,Miguel Marques,CoSb,187.0,P-6m2,Bh,CW,True
Co-Sb,YCyD_rd5hzeMn6Tk7LS9CWmu7kJK,Miguel Marques,CoSb,194.0,P6_3/mmc,B81,AsNi,True
Co-Sb,YEDK2zA_NWyOAAygt3OKPKkl8f3H,AFLOW,Co3Sb,166.0,R-3m,,,False
Co-Sb,YEV69eO1gSRaYCp-yA-n4kUP6Vk_,Miguel Marques,Co3Sb2,164.0,P-3m1,D513,Al3Ni2,True
Co-Sb,YHIhIvszGL-y39WH_e9oN7g34FZY,AFLOW,Co2Sb2,63.0,Cmcm,B33,BCr,False
Co-Sb,Yan11ssUR9BTmL5YVrWhAic5A7kZ,AFLOW,CoSb3,44.0,Imm2,,,False
Co-Sb,YqptU6SGw8Ax_bXirreYpozIgaIU,Miguel Marques,CoSb2,139.0,I4/mmm,C11b,MoSi2,True
Co-Sb,Yr15ZqYcbegUqSqgjP41FSkfC9NL,Thomas Purcell,Co64Sb192,,,,,True
Co-Sb,Yyu8FAKXwPuBnoNqZAL2d1vHhqxA,Miguel Marques,CoSb3,204.0,Im-3,D02,As3Co,True
Co-Sb,ZEyoUSrwm4uZU9SYZXneZEiFPH9Z,AFLOW,CoSb3,12.0,C2/m,,,False
Co-Sb,ZJsnCUPYduh7hpNLt_tdAqMtE_YJ,AFLOW,Co3Sb,47.0,Pmmm,,,False
Co-Sb,ZLNIDV2A0LeXjPTLpVjJ4LnF_aMz,OQMD,CoSb3,139.0,I4/mmm,,,False
Co-Sb,ZMr4tEjff5BvscZolLL8hFq8WCU6,Thomas Purcell,Co4Sb12,204.0,Im-3,D02,As3Co,True
Co-Sb,ZPjkZa0jhR3MqxvhWximX_vZSg-z,OQMD,CoSb3,221.0,Pm-3m,L12,AuCu3,False
Co-Sb,ZS8N3B0z-glwGeGefTdvxrvRyH0j,AFLOW,Co2Sb4,63.0,Cmcm,C49,Si2Zr,False
Co-Sb,ZTze9mwtWCdega1BEM8B39fofuD5,Miguel Marques,CoSb,221.0,Pm-3m,B2,ClCs,True
Co-Sb,ZWpTWoziYfgPAelhv_IO0K9GiroY,AFLOW,Co4Sb4,198.0,P2_13,B20,FeSi,False
Co-Sb,Zh1ZT_gUUlTX9JpNItyjgf6hfWkE,AFLOW,Co5Sb,123.0,P4/mmm,,,False
Co-Sb,Zj9wJH_mkylqrKRLdm57v60L_nam,OQMD,Co2Sb2,194.0,P6_3/mmc,B81,AsNi,False
Co-Sb,Zt495-dWF8pXkY9YiqPakuZptKXe,Miguel Marques,CoSb,194.0,P6_3/mmc,B81,AsNi,True
Co-Sb,ZtDtv3aRdVsdwbGuGghrd6Ge7wgq,Thomas Purcell,Co64Sb192,,,,,True
Co-Sb,Zv1mkHvfesDRzcIAPXMUK_YTJDPE,Thomas Purcell,Co4Sb12,204.0,Im-3,D02,As3Co,True
Co-Sb,_6LpivjEhu7yRdLta0jY0MeBIoLb,AFLOW,Co2Sb4,191.0,P6/mmm,C32,AlB2,False
Co-Sb,_7Es7B2vs17SlSMq13MiIisM74b0,AFLOW,Co8Sb4,194.0,P6_3/mmc,C14,MgZn2,False
Co-Sb,_Gk6VysgqlUGYNVR2Lk5iu60FfUf,AFLOW,CoSb2,164.0,P-3m1,C6,CdI2,False
Co-Sb,_HwBeTt03XFqZXEI9rPCJGdEYTM4,AFLOW,Co6Sb2,194.0,P6_3/mmc,D019,Ni3Sn,False
Co-Sb,_Y3SzzHJ81PIUJHZQg8THMtxVAL2,OQMD,Co3Sb,139.0,I4/mmm,D022,Al3Ti,False
Co-Sb,_g31xzmhf_G0FTQdOGVPqFAvVBa9,AFLOW,Co2Sb2,194.0,P6_3/mmc,B81,AsNi,False
Co-Sb,_rTsaaWPqF70Y8TcFQUFZDrbdGwO,AFLOW,Co2Sb2,51.0,Pmma,B19,AuCd,False
Co-Sb,_tYl7JcrwxbtC2T414BZEiI32crx,AFLOW,Co2Sb2,129.0,P4/nmm,B11,CuTi,False
Co-Sb,aUo_XFL0AxKiqalJqp-rn4OZRxt9,AFLOW,Co4Sb12,62.0,Pnma,D011,CFe3,False
Co-Sb,a_k-3yUSkRIUnbooFVTwdnYaXKmI,AFLOW,CoSb2,139.0,I4/mmm,C11b,MoSi2,False
Co-Sb,aapeNYFuQs8nRuTBqmyzcplyZdUP,AFLOW,Co2Sb2,129.0,P4/nmm,B11,CuTi,False
Co-Sb,aiJphqMeXGNoYwXJ-q0iq9YQuZUf,Miguel Marques,CoSb,221.0,Pm-3m,B2,ClCs,True
Co-Sb,al-rwDYqTBVmr8_uy9wxHDMY_6aO,AFLOW,Co6Sb10,140.0,I4/mcm,D8m,Si3W5,False
Co-Sb,b2QkHGfRwh4_8xIbs791wCEIAeVr,AFLOW,Co4Sb,139.0,I4/mmm,D13,Al4Ba,False
Co-Sb,bSu9pPyvexlOlX0lK-qlGUQq5sVE,AFLOW,Co4Sb,229.0,Im-3m,,Hg4Pt,False
Co-Sb,baRSKWWV3bjvbqwjfpamre3RU-5A,AFLOW,Co4Sb2,71.0,Immm,,,False
Co-Sb,baTNNTOUuDAlYesFvQPhBImkaOxl,AFLOW,Co2Sb4,63.0,Cmcm,C49,Si2Zr,False
Co-Sb,benqVPx3rWMe8pDxbSXREHcwgCXX,AFLOW,Co10Sb6,140.0,I4/mcm,D8m,Si3W5,False
Co-Sb,bq6yjhsu_Ay4qqsTZk5pDdDi3m28,AFLOW,Co2Sb3,166.0,R-3m,C33,Bi2Te3,False
Co-Sb,by1KMTN4X3smLQvNwX_7q1KAKetn,OQMD,Co2Sb2,51.0,Pmma,B19,AuCd,False
Co-Sb,bz4g8ap5OoDdca9we00qpI6IK0xq,AFLOW,Co2Sb6,63.0,Cmcm,,,False
Co-Sb,c8t0EUXMvOJu7esSOF9ZgRdvn5JK,Miguel Marques,CoSb3,182.0,P6_322,,CFe3,True
Co-Sb,cCs5Dwkjx1lP_oLG7pmlybUNxjsC,Miguel Marques,CoSb2,12.0,C2/m,,,True
Co-Sb,cLXrIll-0jg2wq8kUZPmRnYY7mJa,OQMD,CoSb3,139.0,I4/mmm,,,False
Co-Sb,catweWe62gvshV5xQnUiAgNuNslO,Materials Project,CoSb,194.0,P6_3/mmc,B81,AsNi,False
Co-Sb,csYKcYMxlfKxjOcd0pG4izU4wPxP,AFLOW,Co2Sb2,51.0,Pmma,B19,AuCd,False
Co-Sb,cxZae7dV9d4zt-x-inMjuZFre8MF,AFLOW,Co4Sb16,197.0,I23,,,False
Co-Sb,cyo85A2KX2aEF_8lA6nBmWn5xIBB,Akhil S nair,CoSb,194.0,P6_3/mmc,B81,AsNi,True
Co-Sb,d8SnFMM6JIXDOGsbCDNYL98hn03s,OQMD,CoSb,216.0,F-43m,B3,SZn,False
Co-Sb,dNcblARa8CWdPzVAuBdN5drZTRpe,AFLOW,CoSb5,8.0,Cm,,,False
Co-Sb,df8-aEcSdSm7XbzMl0FFpPPL61XI,Thomas Purcell,Co8Sb24,204.0,Im-3,D02,As3Co,True
Co-Sb,e2FBwe-ifv9h7Kl2AogxxV4DPjtw,AFLOW,CoSb2,69.0,Fmmm,,,False
Co-Sb,e2UFAqmsWRnxqXQZJHjn3uiFYwu0,Miguel Marques,Co3Sb,166.0,R-3m,,,True
Co-Sb,e2cBFjXrqepe1u4HhYev5JMqN_ea,Miguel Marques,CoSb,194.0,P6_3/mmc,B81,AsNi,True
Co-Sb,eCWYDytebMLhZzpxJBaDSdkp15lH,AFLOW,CoSb2,164.0,P-3m1,C6,CdI2,False
Co-Sb,eEqZV9Tg-9UgoDH6gYpCCKSR8Fgg,OQMD,Co3Sb,221.0,Pm-3m,L12,AuCu3,False
Co-Sb,eJzOYdvIopKnfREfu3MM-qc-QEci,AFLOW,Co3Sb2,164.0,P-3m1,D513,Al3Ni2,False
Co-Sb,eilsTYKRIxgCT7HQrNQOVz-7JHbR,AFLOW,CoSb2,71.0,Immm,,MoPt2,False
Co-Sb,evRNTa4WiY9IiQTiUH5nDXkWw3uM,Miguel Marques,Co3Sb,221.0,Pm-3m,D09,O3Re,True
Co-Sb,f-cKZEJW2se8JzB7ug3VlMm_wpLB,AFLOW,Co6Sb2,194.0,P6_3/mmc,D019,Ni3Sn,False
Co-Sb,f8_ZttY0VTvy7ho-m6ylHQU3YnfV,Miguel Marques,CoSb2,141.0,I4_1/amd,C5,O2Ti,True
Co-Sb,fC3lDMBl68uhotaoUTHGmeOlN3n8,Miguel Marques,CoSb2,14.0,P2_1/c,C43,O2Zr,True
Co-Sb,fFbZcROxipbsIyHrKOPguW_ma-qv,OQMD,CoSb,216.0,F-43m,B3,SZn,False
Co-Sb,fHclXc9FtyJ_jHmgjYlPDMliLTh_,AFLOW,Co2Sb2,74.0,Imma,,,False
Co-Sb,fK3YUbyy6_bQ4tQZJmFpS2d7mm6F,AFLOW,Co2Sb2,141.0,I4_1/amd,"""40""",NbP,False
Co-Sb,fN58axWf_bigaTvYbRhqkYrNqJcG,AFLOW,Co2Sb2,63.0,Cmcm,B33,BCr,False
Co-Sb,fQQsofvbMtQsiLSy5mHde354VHfo,Miguel Marques,CoSb,8.0,Cm,,,True
Co-Sb,fSYQKadeUva6gt93Ehkk_1FODw5v,OQMD,Co4Sb2,136.0,P4_2/mnm,C4,O2Ti,False
Co-Sb,fjcnsrDakzAUsspIIM6CTfIjZqMG,OQMD,CoSb3,225.0,Fm-3m,,,False
Co-Sb,fnBG3ZBXoKMC_uFU4TCIeRhDL94B,AFLOW,CoSb,65.0,Cmmm,,,False
Co-Sb,foyz9O2L7uRfoxZq1VbvsHVRVSAk,Akhil S nair,Co2Sb,194.0,P6_3/mmc,B82,InNi2,True
Co-Sb,g9V3KRANe4CPuG8_JP3r2uJulCrH,AFLOW,Co4Sb2,194.0,P6_3/mmc,B82,InNi2,False
Co-Sb,gCdyGbK3eTIVzHJMu0P5rvh0fXDM,Miguel Marques,Co3Sb,59.0,Pmmn,,,True
Co-Sb,gGC8HAVm9o4QgYkrc5kN0NRm406n,OQMD,CoSb,187.0,P-6m2,Bh,CW,False
Co-Sb,gGnyj-m_JK6jb0XmFajE5z4_os5B,OQMD,Co3Sb,225.0,Fm-3m,D03,BiF3,False
Co-Sb,gMZ7DhHmfsuEHC03Qv_oMxfPCgt0,Materials Project,CoSb3,204.0,Im-3,D02,As3Co,False
Co-Sb,gPNQ5ZcNTcpfJhzHT4dDZZ8j3_Y3,OQMD,CoSb,166.0,R-3m,L11,CuPt,False
Co-Sb,gsVo29YiMmSMIkCjNwnXM4DuDtli,AFLOW,Co4Sb2,194.0,P6_3/mmc,,CaIn2,False
Co-Sb,gsnJijsZqoB9dtv0IbfffUQ3UibV,AFLOW,CoSb5,123.0,P4/mmm,,,False
Co-Sb,guxOmUs2DaPcwgHsSRrr_UYQb8he,Miguel Marques,CoSb,129.0,P4/nmm,B11,CuTi,True
Co-Sb,gzD-W-asvLgEGRTW7E-EGLmMRzPV,AFLOW,Co2Sb2,67.0,Cmme,,,False
Co-Sb,gzuFvfbp1K2lOuaIX3zJkMF6UCB-,Miguel Marques,CoSb2,12.0,C2/m,,,True
Co-Sb,h0A9BY2qtC9xeWtQbNxoDIdC2TJ_,Thomas Purcell,Co4Sb12,204.0,Im-3,D02,As3Co,True
Co-Sb,h2FwBiBKmGMRlfKDx0HADY-zMSN4,AFLOW,CoSb3,71.0,Immm,,,False
Co-Sb,h7bpHSI3YvLaesgjYxe1oGM7eXJo,AFLOW,Co3Sb,44.0,Imm2,,,False
Co-Sb,hJEJv5UmukFjiIthBSL5wdWPzuLN,AFLOW,CoSb,216.0,F-43m,,,False
Co-Sb,hLeCnjr5ZqCE9EG5v1K7Ydx7LtNj,OQMD,Co3Sb,139.0,I4/mmm,D022,Al3Ti,False
Co-Sb,hLxB8cJE5RTf2RD1uh1kfnIN_08o,OQMD,Co2Sb2,51.0,Pmma,B19,AuCd,False
Co-Sb,hOjmVkVHa36NCW9GjyBYE4527CO9,AFLOW,Co3Sb,123.0,P4/mmm,,,False
Co-Sb,hRfBtnC6tPLyACtTDbVUNWhs1-dq,OQMD,CoSb,225.0,Fm-3m,B1,ClNa,False
Co-Sb,hTrp9B3o5Hvvl6xuLPx0ykeGgeM9,Miguel Marques,CoSb,8.0,Cm,,,True
Co-Sb,hYoXIv7lP9OsffQC2sO7LO8rVjc3,Thomas Purcell,Co4Sb12,204.0,Im-3,D02,As3Co,True
Co-Sb,hgI0MGpjZcGV-xg26TuRWOs7u3Da,AFLOW,CoSb2,139.0,I4/mmm,C11b,MoSi2,False
Co-Sb,hon1W5T8weBLiwoxQ79Uc0gJIIYT,AFLOW,Co2Sb4,8.0,Cm,,,False
Co-Sb,hxN6mXzdqAr7xcAUe_mMdCFnDUOm,AFLOW,CoSb5,65.0,Cmmm,,,False
Co-Sb,i3dBYi1ur_6ZSVi15WGzxg0FJ6Nx,Miguel Marques,Co5Sb,38.0,Amm2,,,True
Co-Sb,iB0j5TjH6wPgtBYGoLO0zVEmbETv,OQMD,Co2Sb6,194.0,P6_3/mmc,D019,Ni3Sn,False
Co-Sb,iBi_k0oefy0CMEJM3ylseYXdnmEo,AFLOW,CoSb2,225.0,Fm-3m,C1,CaF2,False
Co-Sb,iPDyQtfIpUIfe-bmbRBXWzBcdkpI,AFLOW,CoSb,123.0,P4/mmm,L10,AuCu,False
Co-Sb,iUf-u4Yyt1-9CdAiTdzR7NlDjviq,AFLOW,Co3Sb3,8.0,Cm,,,False
Co-Sb,ihS62DLmGftNFfHr2C1ckzWkVDNK,Thomas Purcell,Co4Sb12,204.0,Im-3,D02,As3Co,True
Co-Sb,ihvsoJ7ffAWLLm9Gr5FmhZf4lJYU,AFLOW,Co4Sb2,8.0,Cm,,,False
Co-Sb,iq3mnsulKyJdSz7vgqVWbbHLRq69,AFLOW,CoSb5,8.0,Cm,,,False
Co-Sb,ix35OcyU-Ei-5NX_IFynLXKJ3Xbi,AFLOW,CoSb2,139.0,I4/mmm,C11b,MoSi2,False
Co-Sb,ixjfGSb2w_viQXq9qqScnmDtUdEO,Markus Scheidgen,Co8Sb24,204.0,Im-3,D02,As3Co,True
Co-Sb,j54smcakT6_n9RytumHf1IsOvyDb,OQMD,Co4Sb12,204.0,Im-3,D02,As3Co,False
Co-Sb,jMLU2kg4MBY-8ihGWEhsPSTw2pLe,AFLOW,Co2Sb2,129.0,P4/nmm,B11,CuTi,False
Co-Sb,jU8bc8JnnWef7gCCdTjrIEoWlGqo,Miguel Marques,Co3Sb,221.0,Pm-3m,D09,O3Re,True
Co-Sb,jkj2zza-g6HKwiO3Bec7Crq31Mha,AFLOW,Co2Sb,71.0,Immm,,MoPt2,False
Co-Sb,jo16KikE19tr_QNqwFEFz-E3b_pu,Miguel Marques,CoSb3,63.0,Cmcm,,,True
Co-Sb,jpJQ9u47G0XLAl-deK8PzCgb01L2,Thomas Purcell,Co4Sb12,204.0,Im-3,D02,As3Co,True
Co-Sb,jpnWUFq42s9RYWpDwDdXlAAUGghb,AFLOW,Co2Sb4,58.0,Pnnm,,CFe2,False
Co-Sb,k6p09KMxZVELvCbFID2UplR7SJ3c,AFLOW,CoSb2,139.0,I4/mmm,C11b,MoSi2,False
Co-Sb,kCKanGLn1IaZVOrLmnkCHWHIJow0,OQMD,CoSb,225.0,Fm-3m,B1,ClNa,False
Co-Sb,kPLvYlLUvbJimll_FxPgo8UIlTJn,Akhil S nair,CoSb3,204.0,Im-3,D02,As3Co,True
Co-Sb,kPvfykjI5iMfy5cbbJzOc6PCAVEu,Miguel Marques,CoSb3,204.0,Im-3,D02,As3Co,True
Co-Sb,kU0lSbC5wJ2ONnmDCnla02mADVjq,AFLOW,CoSb3,221.0,Pm-3m,L12,AuCu3,False
Co-Sb,kVYFWvys3HApnNI1SIOTTMdMZYyV,AFLOW,CoSb3,225.0,Fm-3m,,,False
Co-Sb,koBmzpz8iLIVseGAv0udQK4RzkXY,AFLOW,Co3Sb2,166.0,R-3m,C33,Bi2Te3,False
Co-Sb,ktWwEHHe6I1z08-keNZ71eqCNseC,AFLOW,Co2Sb,71.0,Immm,,MoPt2,False
Co-Sb,l4t-iCFDZH6SLt6N1xqLIF_tHLc8,AFLOW,Co3Sb,221.0,Pm-3m,L12,AuCu3,False
Co-Sb,lP3FWK6a-YAKgyOv445E-dhJum77,OQMD,Co4Sb12,204.0,Im-3,D02,As3Co,False
Co-Sb,lPVkCt8phPxoSGIpXjvxlrSWghfn,AFLOW,Co2Sb4,58.0,Pnnm,,CFe2,False
Co-Sb,lT3O6sazTATTArK5U5OY3JLezgsy,AFLOW,Co2Sb2,129.0,P4/nmm,B11,CuTi,False
Co-Sb,lf_wKWHwXAHdvi8X8bvrboKrf_5Y,AFLOW,Co2Sb2,63.0,Cmcm,B33,BCr,False
Co-Sb,loPv65wooPPrCoqukCuZgBWu_xXV,OQMD,Co2Sb6,194.0,P6_3/mmc,D019,Ni3Sn,False
Co-Sb,lpy6yqSBr8MqDH2m13byHYxWny0X,AFLOW,Co4Sb8,14.0,P2_1/c,C43,O2Zr,False
Co-Sb,lu8GAvZgTJ2M3mqlWvMSxknCWexL,OQMD,Co2Sb4,58.0,Pnnm,,CFe2,False
Co-Sb,ly-U4lDEecWC-hTB8x17ENG-RiBg,Miguel Marques,Co4Sb5,139.0,I4/mmm,,V4Zn5,True
Co-Sb,m6_QHB8VKXeUedoltYk29VP3WBYQ,AFLOW,Co2Sb,164.0,P-3m1,C6,CdI2,False
Co-Sb,m9L0adh3hWxc-JHcU_85fjOlrwjk,Thomas Purcell,Co64Sb192,,,,,True
Co-Sb,mQzTGijGNSxjUQ0R6cvPooP0B4gr,Miguel Marques,CoSb3,182.0,P6_322,,CFe3,True
Co-Sb,mS56Zq1jMz14xZNZfzyemBbJhuoa,AFLOW,Co3Sb2,164.0,P-3m1,D513,Al3Ni2,False
