cif_filename,formula,space_group,n_atoms,n_Co,n_Bi,min_CoCo,min_BiBi,min_CoBi,volume,volume_per_atom,packing_fraction
Co9_Bi12_m3_n4_z3_sg151_trial000_ba989dfe82.cif,Co9Bi12,151,21,9,12,3.839389,2.790000,3.044591,1191.432043,56.734859,0.215886
Co9_Bi12_m3_n4_z3_sg152_trial000_e3beadb008.cif,Co9Bi12,152,21,9,12,3.573400,2.985436,2.790000,855.179345,40.722826,0.300772
Co9_Bi12_m3_n4_z3_sg154_trial000_6bdf6f3ed5.cif,Co9Bi12,154,21,9,12,3.746839,2.790000,3.183874,1227.369862,58.446184,0.209565
Co9_Bi12_m3_n4_z3_sg171_trial000_e2a4fa314f.cif,Co9Bi12,171,21,9,12,2.845907,3.163063,2.790000,1276.941992,60.806762,0.20143
Co9_Bi12_m3_n4_z3_sg166_trial000_48e2122bc0.cif,Co9Bi12,166,21,9,12,3.941444,2.790000,2.790000,521.219812,24.819991,0.493484
Co6_Bi8_m3_n4_z2_sg192_trial000_2bbf26ad4c.cif,Co6Bi8,192,14,6,8,4.167789,2.824142,2.790000,770.35244,55.025174,0.222594
Co9_Bi12_m3_n4_z3_sg200_trial000_41d29da6b4.cif,Co9Bi12,200,21,9,12,4.669672,3.308796,2.790000,1171.905108,55.805005,0.219484
Co12_Bi16_m3_n4_z4_sg062_trial000_ebe4c4ade9.cif,Co12Bi16,62,28,12,16,3.349364,2.827770,2.790000,1284.517432,45.875623,0.266989
Co12_Bi16_m3_n4_z4_sg063_trial000_80ed3b683f.cif,Co12Bi16,63,28,12,16,2.965949,2.790000,2.906652,719.732416,25.704729,0.476499
Co12_Bi16_m3_n4_z4_sg078_trial000_22d01b9a8e.cif,Co12Bi16,78,28,12,16,4.265141,2.790000,2.968825,1517.319617,54.189986,0.226025
Co12_Bi16_m3_n4_z4_sg086_trial000_ac00ca0d41.cif,Co12Bi16,86,28,12,16,3.296114,2.956109,2.790000,1284.253644,45.866202,0.267044
Co12_Bi16_m3_n4_z4_sg088_trial000_02a7bcf586.cif,Co12Bi16,88,28,12,16,3.417123,2.790000,3.231383,1158.832722,41.386883,0.295946
Co12_Bi16_m3_n4_z4_sg097_trial000_4c10dd2cff.cif,Co12Bi16,97,28,12,16,2.790000,2.827561,3.051704,1519.639258,54.272831,0.22568
Co12_Bi16_m3_n4_z4_sg109_trial000_241f428de5.cif,Co12Bi16,109,28,12,16,2.835757,3.152910,2.790000,1367.431877,48.836853,0.2508
Co12_Bi16_m3_n4_z4_sg119_trial000_1dcba83199.cif,Co12Bi16,119,28,12,16,3.302802,2.863520,2.790000,1372.387092,49.013825,0.249894
Co12_Bi16_m3_n4_z4_sg120_trial000_f8a991ea58.cif,Co12Bi16,120,28,12,16,3.263158,3.342484,2.790000,1480.125289,52.861617,0.231705
Co12_Bi16_m3_n4_z4_sg121_trial000_fda0f24d4e.cif,Co12Bi16,121,28,12,16,4.338347,4.214631,2.790000,1136.673362,40.595477,0.301715
Co12_Bi16_m3_n4_z4_sg141_trial000_496c8b9ab7.cif,Co12Bi16,141,28,12,16,4.701367,3.103846,2.790000,1235.326329,44.118797,0.27762
Co12_Bi16_m3_n4_z4_sg163_trial000_25c5dd50c6.cif,Co12Bi16,163,28,12,16,3.976477,2.790000,3.087105,1102.772849,39.384745,0.31099
Co12_Bi16_m3_n4_z4_sg147_trial000_0436a49285.cif,Co12Bi16,147,28,12,16,3.764151,3.137253,2.790000,1676.452103,59.873289,0.20457
Co12_Bi16_m3_n4_z4_sg186_trial000_e948643adc.cif,Co12Bi16,186,28,12,16,2.923373,2.848949,2.790000,1172.241816,41.865779,0.292561
Co12_Bi16_m3_n4_z4_sg213_trial000_5c0cfb9b27.cif,Co12Bi16,213,28,12,16,3.454618,3.180633,2.790000,926.965115,33.105897,0.369973
Co12_Bi16_m3_n4_z4_sg220_trial000_40ce8477ba.cif,Co12Bi16,220,28,12,16,4.826920,4.268598,2.790000,1099.229367,39.258192,0.311993
Co12_Bi16_m3_n4_z4_sg217_trial000_49d879459e.cif,Co12Bi16,217,28,12,16,3.945656,4.107811,2.790000,1389.928896,49.640318,0.246741
Co12_Bi16_m3_n4_z4_sg222_trial000_029fb280c0.cif,Co12Bi16,222,28,12,16,3.945656,4.832422,2.790000,1389.928896,49.640318,0.246741
Co3_Bi5_m3_n5_z1_sg002_trial000_c00eac84d0.cif,Co3Bi5,2,8,3,5,3.072224,2.790000,2.991513,366.388641,45.79858,0.275763
Co3_Bi5_m3_n5_z1_sg025_trial000_a8f5d69940.cif,Co3Bi5,25,8,3,5,4.455818,2.790000,2.885665,482.590375,60.323797,0.209363
Co12_Bi16_m3_n4_z4_sg229_trial000_2f99f5001b.cif,Co12Bi16,229,28,12,16,3.945656,4.832422,2.790000,1389.928896,49.640318,0.246741
Co3_Bi5_m3_n5_z1_sg147_trial000_12cdf7eda7.cif,Co3Bi5,147,8,3,5,4.306227,2.790000,2.790000,358.441743,44.805218,0.281877
Co3_Bi5_m3_n5_z1_sg156_trial000_27e8cfd6b3.cif,Co3Bi5,156,8,3,5,5.234668,2.839726,2.790000,419.499471,52.437434,0.24085
Co3_Bi5_m3_n5_z1_sg183_trial000_ac45c7533b.cif,Co3Bi5,183,8,3,5,2.848164,2.790000,2.850970,275.417789,34.427224,0.366848
Co3_Bi5_m3_n5_z1_sg187_trial000_58d920ee18.cif,Co3Bi5,187,8,3,5,3.590191,2.976379,2.790000,429.227964,53.653495,0.235391
Co3_Bi5_m3_n5_z1_sg195_trial000_b8521d1d6d.cif,Co3Bi5,195,8,3,5,5.368296,2.790000,3.156626,437.576871,54.697109,0.2309
Co3_Bi5_m3_n5_z1_sg200_trial000_824e6f2eb2.cif,Co3Bi5,200,8,3,5,3.945656,2.790000,2.790000,173.741112,21.717639,0.581535
Co3_Bi5_m3_n5_z1_sg207_trial000_320034c38b.cif,Co3Bi5,207,8,3,5,3.945656,2.790000,2.790000,173.741112,21.717639,0.581535
Co3_Bi5_m3_n5_z1_sg215_trial000_8868e1c8b0.cif,Co3Bi5,215,8,3,5,4.462940,2.790000,3.155775,251.424772,31.428096,0.401856
Co3_Bi5_m3_n5_z1_sg221_trial000_cf9a6b1434.cif,Co3Bi5,221,8,3,5,3.945656,2.790000,2.790000,173.741112,21.717639,0.581535
Co3_Bi5_m3_n5_z1_sg189_trial000_5be90a453c.cif,Co3Bi5,189,8,3,5,4.917961,2.790000,2.839386,492.452085,61.556511,0.20517
Co6_Bi10_m3_n5_z2_sg008_trial000_785cdc54d7.cif,Co6Bi10,8,16,6,10,4.207404,2.812068,2.790000,920.161348,57.510084,0.219606
Co6_Bi10_m3_n5_z2_sg026_trial000_72f5ad829f.cif,Co6Bi10,26,16,6,10,3.490485,3.164005,2.790000,825.884567,51.617785,0.244675
Co6_Bi10_m3_n5_z2_sg048_trial000_09d4073c63.cif,Co6Bi10,48,16,6,10,4.443674,3.163733,2.790000,910.899745,56.931234,0.221839
Co6_Bi10_m3_n5_z2_sg050_trial000_84f462862c.cif,Co6Bi10,50,16,6,10,4.977183,3.421750,2.790000,930.235618,58.139726,0.217228
Co6_Bi10_m3_n5_z2_sg065_trial000_b1a629c77b.cif,Co6Bi10,65,16,6,10,3.781305,2.790000,2.843812,951.207012,59.450438,0.212439
Co6_Bi10_m3_n5_z2_sg051_trial000_1ae99d1931.cif,Co6Bi10,51,16,6,10,3.035722,3.066206,2.790000,598.080604,37.380038,0.337869
Co6_Bi10_m3_n5_z2_sg087_trial000_b5c324133d.cif,Co6Bi10,87,16,6,10,2.790000,2.790000,2.790000,610.941186,38.183824,0.330757
Co6_Bi10_m3_n5_z2_sg097_trial000_c9a992409e.cif,Co6Bi10,97,16,6,10,3.523719,3.014555,2.790000,459.0095,28.688094,0.440237
Co6_Bi10_m3_n5_z2_sg116_trial000_683eda6ff7.cif,Co6Bi10,116,16,6,10,3.385190,3.153387,2.790000,844.357125,52.77232,0.239322
Co6_Bi10_m3_n5_z2_sg117_trial000_ec2b6219ce.cif,Co6Bi10,117,16,6,10,3.253981,3.253981,2.790000,881.072491,55.067031,0.229349
Co6_Bi10_m3_n5_z2_sg124_trial000_77c4742a5b.cif,Co6Bi10,124,16,6,10,3.945656,3.884465,2.790000,758.959206,47.43495,0.26625
Co6_Bi10_m3_n5_z2_sg132_trial000_2baab43064.cif,Co6Bi10,132,16,6,10,2.790000,2.928240,2.928240,723.288589,45.205537,0.279381
Co6_Bi10_m3_n5_z2_sg134_trial000_eedbb46add.cif,Co6Bi10,134,16,6,10,2.790000,2.790000,2.790000,681.885713,42.617857,0.296344
Co6_Bi10_m3_n5_z2_sg137_trial000_a824203d18.cif,Co6Bi10,137,16,6,10,4.309164,3.078170,2.790000,685.386241,42.83664,0.294831
Co6_Bi10_m3_n5_z2_sg125_trial000_8897c64b69.cif,Co6Bi10,125,16,6,10,2.790000,2.790000,2.790000,500.257401,31.266088,0.403938
Co6_Bi10_m3_n5_z2_sg086_trial000_441be43324.cif,Co6Bi10,86,16,6,10,3.116785,4.368195,2.790000,978.976575,61.186036,0.206413
Co6_Bi10_m3_n5_z2_sg139_trial000_1702a73b50.cif,Co6Bi10,139,16,6,10,3.945656,2.790000,2.790000,629.513842,39.344615,0.320999
Co6_Bi10_m3_n5_z2_sg165_trial000_91c1836051.cif,Co6Bi10,165,16,6,10,4.537660,2.790000,3.036412,796.010519,49.750657,0.253857
Co6_Bi10_m3_n5_z2_sg168_trial000_df6a6fba11.cif,Co6Bi10,168,16,6,10,3.114514,2.790000,3.164356,877.79909,54.862443,0.230204
Co6_Bi10_m3_n5_z2_sg176_trial000_3574c6d350.cif,Co6Bi10,176,16,6,10,5.037283,3.718574,2.790000,889.126711,55.570419,0.227271
Co6_Bi10_m3_n5_z2_sg186_trial000_6b0b7a36f8.cif,Co6Bi10,186,16,6,10,3.163527,2.806983,2.790000,743.309509,46.456844,0.271856
Co6_Bi10_m3_n5_z2_sg192_trial000_1f13c22abb.cif,Co6Bi10,192,16,6,10,4.079253,2.790000,2.790000,643.303811,40.206488,0.314118
Co6_Bi10_m3_n5_z2_sg193_trial000_af092a3292.cif,Co6Bi10,193,16,6,10,3.514015,2.790000,2.835743,477.377596,29.8361,0.423298
Co6_Bi10_m3_n5_z2_sg184_trial000_d027800be1.cif,Co6Bi10,184,16,6,10,4.769277,3.451682,2.790000,968.177259,60.511079,0.208715
Co6_Bi10_m3_n5_z2_sg197_trial000_17e4002a3a.cif,Co6Bi10,197,16,6,10,3.622366,2.790000,3.039041,380.247921,23.765495,0.531425
Co6_Bi10_m3_n5_z2_sg204_trial000_223c2629f3.cif,Co6Bi10,204,16,6,10,3.221615,2.790000,2.790000,267.491941,16.718246,0.755436
Co6_Bi10_m3_n5_z2_sg207_trial000_14f106518c.cif,Co6Bi10,207,16,6,10,3.386590,3.687950,2.790000,720.911379,45.056961,0.280302
Co6_Bi10_m3_n5_z2_sg211_trial000_d9a0d7aa1b.cif,Co6Bi10,211,16,6,10,3.221615,2.790000,2.790000,267.491941,16.718246,0.755436
Co6_Bi10_m3_n5_z2_sg222_trial000_33218d23eb.cif,Co6Bi10,222,16,6,10,3.221615,2.790000,2.790000,267.491941,16.718246,0.755436
Co6_Bi10_m3_n5_z2_sg223_trial000_f767805b26.cif,Co6Bi10,223,16,6,10,3.945656,3.417038,2.790000,491.414074,30.71338,0.411207
Co6_Bi10_m3_n5_z2_sg218_trial000_01eaeb92e7.cif,Co6Bi10,218,16,6,10,4.343185,2.790000,3.221035,655.41291,40.963307,0.308314
Co6_Bi10_m3_n5_z2_sg224_trial000_4b87f12089.cif,Co6Bi10,224,16,6,10,3.221615,2.790000,2.790000,267.491941,16.718246,0.755436
Co6_Bi10_m3_n5_z2_sg229_trial000_1ae798ca02.cif,Co6Bi10,229,16,6,10,3.221615,2.790000,2.790000,267.491941,16.718246,0.755436
Co9_Bi15_m3_n5_z3_sg148_trial000_36814e4afd.cif,Co9Bi15,148,24,9,15,5.363312,2.790000,2.790000,1467.443073,61.143461,0.206556
Co9_Bi15_m3_n5_z3_sg149_trial000_40d663417e.cif,Co9Bi15,149,24,9,15,4.866873,2.822434,2.790000,1483.228874,61.801203,0.204358
Co9_Bi15_m3_n5_z3_sg166_trial000_b0883e9492.cif,Co9Bi15,166,24,9,15,4.419934,2.790000,3.153833,828.160618,34.506692,0.366003
Co12_Bi20_m3_n5_z4_sg042_trial000_fb87b872cb.cif,Co12Bi20,42,32,12,20,4.442737,3.456439,2.790000,1740.482178,54.390068,0.232204
Co12_Bi20_m3_n5_z4_sg063_trial000_e715a7643c.cif,Co12Bi20,63,32,12,20,3.760785,3.348380,2.790000,1933.523468,60.422608,0.209021
Co12_Bi20_m3_n5_z4_sg066_trial000_ed97d8fa65.cif,Co12Bi20,66,32,12,20,3.991613,3.354389,2.790000,1372.04668,42.876459,0.294557
Co12_Bi20_m3_n5_z4_sg068_trial000_ab96fc4c93.cif,Co12Bi20,68,32,12,20,3.954754,3.746996,2.790000,1486.838003,46.463688,0.271816
Co12_Bi20_m3_n5_z4_sg086_trial000_110a87be81.cif,Co12Bi20,86,32,12,20,3.130642,2.830887,2.790000,1495.465347,46.733292,0.270248
Co12_Bi20_m3_n5_z4_sg101_trial000_10f5d94c2d.cif,Co12Bi20,101,32,12,20,3.228064,3.228126,2.790000,1894.860159,59.21438,0.213285
Co12_Bi20_m3_n5_z4_sg104_trial000_302bd9492f.cif,Co12Bi20,104,32,12,20,2.790000,3.624420,3.038936,1873.606767,58.550211,0.215705
Co12_Bi20_m3_n5_z4_sg127_trial000_0720a9100a.cif,Co12Bi20,127,32,12,20,2.935654,2.812203,2.790000,1612.201703,50.381303,0.25068
Co12_Bi20_m3_n5_z4_sg139_trial000_de8bcccef4.cif,Co12Bi20,139,32,12,20,2.790000,3.090635,3.525062,1528.290312,47.759072,0.264443
Co12_Bi20_m3_n5_z4_sg191_trial000_4250b73263.cif,Co12Bi20,191,32,12,20,2.790000,2.838211,3.307559,1935.72612,60.491441,0.208783
Co12_Bi20_m3_n5_z4_sg199_trial000_c254dac3d9.cif,Co12Bi20,199,32,12,20,4.582450,3.961587,2.790000,1750.427569,54.700862,0.230884
Co12_Bi20_m3_n5_z4_sg217_trial000_1a8d1da26e.cif,Co12Bi20,217,32,12,20,3.571312,2.790000,2.884989,1030.667019,32.208344,0.392121
Co12_Bi20_m3_n5_z4_sg221_trial000_ba08986d6a.cif,Co12Bi20,221,32,12,20,3.663938,3.325144,2.790000,1866.344815,58.323275,0.216544
Co12_Bi20_m3_n5_z4_sg212_trial000_48e4621b72.cif,Co12Bi20,212,32,12,20,2.790000,3.276956,2.879104,1198.001237,37.437539,0.33735
Co12_Bi20_m3_n5_z4_sg224_trial000_7af92d8cc6.cif,Co12Bi20,224,32,12,20,2.790000,3.006548,3.010445,614.949634,19.217176,0.657202
Co4_Bi1_m4_n1_z1_sg025_trial000_3a6b40227e.cif,Co4Bi1,25,5,4,1,2.790000,4.481671,2.855396,239.389769,47.877954,0.200608
Co4_Bi1_m4_n1_z1_sg081_trial000_02057636c9.cif,Co4Bi1,81,5,4,1,2.790000,4.268924,3.889585,159.484372,31.896874,0.301117
Co4_Bi1_m4_n1_z1_sg115_trial000_0ad0eb557f.cif,Co4Bi1,115,5,4,1,2.790000,5.055930,3.575082,204.812114,40.962423,0.234476
Co12_Bi20_m3_n5_z4_sg229_trial000_cb7ddbc9e3.cif,Co12Bi20,229,32,12,20,3.282984,3.095730,2.790000,800.64744,25.020233,0.504774
Co4_Bi1_m4_n1_z1_sg147_trial000_5a8a40a109.cif,Co4Bi1,147,5,4,1,2.790000,5.580000,2.790000,206.118503,41.223701,0.23299
Co4_Bi1_m4_n1_z1_sg177_trial000_1e85ea1ad1.cif,Co4Bi1,177,5,4,1,2.790000,5.575382,3.860689,189.868836,37.973767,0.25293
Co4_Bi1_m4_n1_z1_sg189_trial000_5c96e62594.cif,Co4Bi1,189,5,4,1,2.790000,4.832422,2.790000,157.970363,31.594073,0.304003
Co4_Bi1_m4_n1_z1_sg195_trial000_c8195a4c54.cif,Co4Bi1,195,5,4,1,3.945656,5.580000,2.790000,173.741112,34.748222,0.276408
Co4_Bi1_m4_n1_z1_sg200_trial000_dab3201cb9.cif,Co4Bi1,200,5,4,1,3.945656,5.580000,2.790000,173.741112,34.748222,0.276408
Co4_Bi1_m4_n1_z1_sg207_trial000_cec44f78e2.cif,Co4Bi1,207,5,4,1,3.945656,5.580000,2.790000,173.741112,34.748222,0.276408
Co4_Bi1_m4_n1_z1_sg215_trial000_495bcb9905.cif,Co4Bi1,215,5,4,1,2.790000,5.580000,3.945656,173.741112,34.748222,0.276408
Co4_Bi1_m4_n1_z1_sg221_trial000_d1e798cb96.cif,Co4Bi1,221,5,4,1,2.790000,5.580000,3.945656,173.741112,34.748222,0.276408
Co8_Bi2_m4_n1_z2_sg021_trial000_0b190be796.cif,Co8Bi2,21,10,8,2,2.790000,2.790000,3.762326,399.668778,39.966878,0.240316
Co8_Bi2_m4_n1_z2_sg034_trial000_34185cb618.cif,Co8Bi2,34,10,8,2,2.790000,,3.322152,369.182624,36.918262,0.260161
Co8_Bi2_m4_n1_z2_sg049_trial000_7ff1f9b7a6.cif,Co8Bi2,49,10,8,2,2.790000,3.433232,3.165098,408.759975,40.875997,0.234972
Co8_Bi2_m4_n1_z2_sg048_trial000_e149053372.cif,Co8Bi2,48,10,8,2,2.817594,5.580000,2.790000,267.518871,26.751887,0.359029
Co8_Bi2_m4_n1_z2_sg077_trial000_3dcb854a8a.cif,Co8Bi2,77,10,8,2,3.122004,3.122004,2.790000,475.772052,47.577205,0.201876
Co8_Bi2_m4_n1_z2_sg085_trial000_ec82a3d6dd.cif,Co8Bi2,85,10,8,2,2.790000,5.921173,3.138040,374.749036,37.474904,0.256297
Co8_Bi2_m4_n1_z2_sg104_trial000_879c239b13.cif,Co8Bi2,104,10,8,2,3.017252,5.802221,2.790000,296.255676,29.625568,0.324203
Co8_Bi2_m4_n1_z2_sg089_trial000_150bb51a20.cif,Co8Bi2,89,10,8,2,2.865173,5.580000,2.790000,390.545898,39.05459,0.24593
Co8_Bi2_m4_n1_z2_sg111_trial000_14a9ce9456.cif,Co8Bi2,111,10,8,2,3.406915,3.446826,2.790000,478.599051,47.859905,0.200684
Co8_Bi2_m4_n1_z2_sg163_trial000_9006036c52.cif,Co8Bi2,163,10,8,2,2.790000,5.580000,2.790000,405.294734,40.529473,0.236981
Co8_Bi2_m4_n1_z2_sg168_trial000_41e570bc55.cif,Co8Bi2,168,10,8,2,2.790000,5.604287,3.516200,465.335969,46.533597,0.206404
Co8_Bi2_m4_n1_z2_sg176_trial000_9a8c5575d8.cif,Co8Bi2,176,10,8,2,2.790000,5.580000,2.790000,343.116443,34.311644,0.279925
Co8_Bi2_m4_n1_z2_sg159_trial000_9d42506017.cif,Co8Bi2,159,10,8,2,3.204717,5.952234,2.790000,415.436816,41.543682,0.231195
Co8_Bi2_m4_n1_z2_sg182_trial000_e04fc296d0.cif,Co8Bi2,182,10,8,2,3.224784,5.566038,2.790000,296.057164,29.605716,0.32442
Co8_Bi2_m4_n1_z2_sg189_trial000_d5ac4d480c.cif,Co8Bi2,189,10,8,2,2.790000,3.136208,3.136208,467.797359,46.779736,0.205317
Co8_Bi2_m4_n1_z2_sg192_trial000_d39db81d9e.cif,Co8Bi2,192,10,8,2,2.790000,5.580000,2.969603,320.300341,32.030034,0.299865
Co8_Bi2_m4_n1_z2_sg197_trial000_a2322bdd1d.cif,Co8Bi2,197,10,8,2,3.810048,,2.790000,418.207499,41.82075,0.229663
Co8_Bi2_m4_n1_z2_sg201_trial000_fd0955c361.cif,Co8Bi2,201,10,8,2,3.221615,5.580000,2.790000,267.491941,26.749194,0.359065
Co8_Bi2_m4_n1_z2_sg158_trial000_e259e9a07c.cif,Co8Bi2,158,10,8,2,2.790000,5.690454,3.180272,457.106968,45.710697,0.210119
Co8_Bi2_m4_n1_z2_sg204_trial000_9d7a0d77e5.cif,Co8Bi2,204,10,8,2,3.221615,5.580000,2.790000,267.491941,26.749194,0.359065
Co8_Bi2_m4_n1_z2_sg208_trial000_ca386a7e74.cif,Co8Bi2,208,10,8,2,3.221615,5.580000,2.790000,267.491941,26.749194,0.359065
Co8_Bi2_m4_n1_z2_sg211_trial000_43f644d8b4.cif,Co8Bi2,211,10,8,2,3.221615,5.580000,2.790000,267.491941,26.749194,0.359065
Co8_Bi2_m4_n1_z2_sg217_trial000_014ad9caee.cif,Co8Bi2,217,10,8,2,3.851771,,2.790000,429.424427,42.942443,0.223664
Co8_Bi2_m4_n1_z2_sg222_trial000_f5e281b0b1.cif,Co8Bi2,222,10,8,2,3.221615,5.580000,2.790000,267.491941,26.749194,0.359065
Co8_Bi2_m4_n1_z2_sg223_trial000_62f184ed8c.cif,Co8Bi2,223,10,8,2,3.221615,5.580000,2.790000,267.491941,26.749194,0.359065
Co8_Bi2_m4_n1_z2_sg224_trial000_5c29b496e2.cif,Co8Bi2,224,10,8,2,3.221615,5.580000,2.790000,267.491941,26.749194,0.359065
Co8_Bi2_m4_n1_z2_sg229_trial000_ab819196ee.cif,Co8Bi2,229,10,8,2,3.221615,5.580000,2.790000,267.491941,26.749194,0.359065
Co8_Bi2_m4_n1_z2_sg221_trial000_fada9bef44.cif,Co8Bi2,221,10,8,2,3.221615,,2.790000,414.94658,41.494658,0.231468
Co12_Bi3_m4_n1_z3_sg148_trial000_2b10ad71c5.cif,Co12Bi3,148,15,12,3,2.790000,5.580000,3.685253,507.213792,33.814253,0.284043
Co12_Bi3_m4_n1_z3_sg166_trial000_9475a32c53.cif,Co12Bi3,166,15,12,3,2.790000,5.580000,2.790000,559.043358,37.269557,0.257709
Co12_Bi3_m4_n1_z3_sg221_trial000_b3b6f8843f.cif,Co12Bi3,221,15,12,3,2.790000,5.065847,3.219728,367.70645,24.513763,0.391808
Co16_Bi4_m4_n1_z4_sg022_trial000_25f918b92d.cif,Co16Bi4,22,20,16,4,2.790000,5.580000,3.537141,867.240409,43.36202,0.2215
Co16_Bi4_m4_n1_z4_sg056_trial000_119af6af46.cif,Co16Bi4,56,20,16,4,2.797153,4.511697,2.790000,890.053738,44.502687,0.215823
Co16_Bi4_m4_n1_z4_sg088_trial000_a30c1fa54f.cif,Co16Bi4,88,20,16,4,2.790000,5.580000,3.322875,942.349863,47.117493,0.203846
Co16_Bi4_m4_n1_z4_sg096_trial000_c91779cd2e.cif,Co16Bi4,96,20,16,4,2.790000,3.438968,3.082996,896.441261,44.822063,0.214285
Co16_Bi4_m4_n1_z4_sg127_trial000_e2ad6f5e5e.cif,Co16Bi4,127,20,16,4,2.790000,2.954432,2.895024,613.809026,30.690451,0.312954
Co16_Bi4_m4_n1_z4_sg133_trial000_8aeea68093.cif,Co16Bi4,133,20,16,4,2.790000,5.016626,3.360977,801.4315,40.071575,0.239689
Co16_Bi4_m4_n1_z4_sg135_trial000_2479a4c01d.cif,Co16Bi4,135,20,16,4,2.790000,5.732289,3.187602,813.027789,40.651389,0.23627
Co16_Bi4_m4_n1_z4_sg138_trial000_4d287c4582.cif,Co16Bi4,138,20,16,4,2.790000,,3.390666,856.688558,42.834428,0.224228
Co16_Bi4_m4_n1_z4_sg192_trial000_dd66a57710.cif,Co16Bi4,192,20,16,4,2.790000,5.580000,3.221615,653.469077,32.673454,0.29396
Co16_Bi4_m4_n1_z4_sg207_trial000_6ac0b661e0.cif,Co16Bi4,207,20,16,4,3.320653,4.643911,2.790000,801.201395,40.06007,0.239757
Co16_Bi4_m4_n1_z4_sg221_trial000_e83223f124.cif,Co16Bi4,221,20,16,4,3.115092,4.383585,2.790000,673.873493,33.693675,0.285059
Co16_Bi4_m4_n1_z4_sg224_trial000_be42680fcc.cif,Co16Bi4,224,20,16,4,2.790000,5.580000,2.790000,491.414074,24.570704,0.3909
Co16_Bi4_m4_n1_z4_sg212_trial000_df7fb4008c.cif,Co16Bi4,212,20,16,4,2.790000,5.423065,3.131008,694.5246,34.72623,0.276583
Co4_Bi3_m4_n3_z1_sg083_trial000_f94640fdae.cif,Co4Bi3,83,7,4,3,2.953622,4.734186,2.790000,382.963758,54.709108,0.205295
Co4_Bi3_m4_n3_z1_sg147_trial000_db3ce319c3.cif,Co4Bi3,147,7,4,3,2.790000,3.811591,2.954732,280.826086,40.118012,0.279962
Co4_Bi3_m4_n3_z1_sg162_trial000_b783bd1ff2.cif,Co4Bi3,162,7,4,3,3.796796,3.541264,2.790000,350.491628,50.070233,0.224315
Co4_Bi3_m4_n3_z1_sg164_trial000_90f194f59f.cif,Co4Bi3,164,7,4,3,3.779737,3.779737,2.790000,276.151811,39.450259,0.284701
Co4_Bi3_m4_n3_z1_sg175_trial000_b414faabfd.cif,Co4Bi3,175,7,4,3,3.221615,2.790000,2.790000,333.620524,47.660075,0.235659
Co4_Bi3_m4_n3_z1_sg195_trial000_a8f8f28f97.cif,Co4Bi3,195,7,4,3,3.945656,3.945656,2.790000,173.741112,24.820159,0.452516
Co4_Bi3_m4_n3_z1_sg200_trial000_268e990b19.cif,Co4Bi3,200,7,4,3,3.945656,3.945656,2.790000,173.741112,24.820159,0.452516
Co4_Bi3_m4_n3_z1_sg215_trial000_0f19f58e85.cif,Co4Bi3,215,7,4,3,2.790000,3.945656,2.790000,173.741112,24.820159,0.452516
Co4_Bi3_m4_n3_z1_sg207_trial000_3dc2cc10d5.cif,Co4Bi3,207,7,4,3,3.945656,3.945656,2.790000,173.741112,24.820159,0.452516
Co4_Bi3_m4_n3_z1_sg221_trial000_b3bc38986d.cif,Co4Bi3,221,7,4,3,2.790000,3.945656,2.790000,173.741112,24.820159,0.452516
Co8_Bi6_m4_n3_z2_sg012_trial000_66349e665c.cif,Co8Bi6,12,14,8,6,2.790000,2.790000,2.790000,560.156962,40.011212,0.280709
Co8_Bi6_m4_n3_z2_sg026_trial000_26e753345f.cif,Co8Bi6,26,14,8,6,3.480485,3.061473,2.790000,680.565123,48.611794,0.231045
Co8_Bi6_m4_n3_z2_sg028_trial000_e2eea05bd0.cif,Co8Bi6,28,14,8,6,2.816116,2.790000,3.091880,724.119519,51.722823,0.217148
Co8_Bi6_m4_n3_z2_sg055_trial000_58fdcd50ed.cif,Co8Bi6,55,14,8,6,2.839167,2.838826,2.790000,538.756144,38.482582,0.29186
Co8_Bi6_m4_n3_z2_sg079_trial000_d0ec3bb8a4.cif,Co8Bi6,79,14,8,6,2.806195,2.922453,2.790000,459.140745,32.795767,0.342469
Co8_Bi6_m4_n3_z2_sg081_trial000_9cfb5b052f.cif,Co8Bi6,81,14,8,6,3.535569,3.393143,2.790000,638.372157,45.598011,0.246316
Co8_Bi6_m4_n3_z2_sg077_trial000_9a4d9f0710.cif,Co8Bi6,77,14,8,6,2.876395,3.372100,2.790000,618.50448,44.178891,0.254228
Co8_Bi6_m4_n3_z2_sg085_trial000_a6d32bcc61.cif,Co8Bi6,85,14,8,6,2.874774,2.874774,2.790000,358.040447,25.574318,0.439172
Co8_Bi6_m4_n3_z2_sg107_trial000_42f9f23f34.cif,Co8Bi6,107,14,8,6,3.355127,3.743369,2.790000,430.004427,30.714602,0.365674
Co8_Bi6_m4_n3_z2_sg119_trial000_4d88739e62.cif,Co8Bi6,119,14,8,6,2.790000,2.999316,3.406642,406.733329,29.052381,0.386595
Co8_Bi6_m4_n3_z2_sg124_trial000_d73bede850.cif,Co8Bi6,124,14,8,6,3.130664,2.866865,2.790000,407.082113,29.077294,0.386264
Co8_Bi6_m4_n3_z2_sg134_trial000_3539186987.cif,Co8Bi6,134,14,8,6,2.790000,3.584576,2.790000,560.598098,40.042721,0.280488
Co8_Bi6_m4_n3_z2_sg137_trial000_fd6af18e39.cif,Co8Bi6,137,14,8,6,2.790000,2.790000,2.922247,296.971893,21.212278,0.529482
